date,source,value
1999-01-01,Farmed,0.239710931519667
1999-01-01,Mixed,1.245110669499137
1999-01-01,Wild,0.8730655698523382
1999-02-01,Farmed,0.20804169588825877
1999-02-01,Mixed,0.9980934385083986
1999-02-01,Wild,0.7920642142269282
1999-03-01,Farmed,0.2307357592678232
1999-03-01,Mixed,1.1574834453382012
1999-03-01,Wild,0.9513990848483257
1999-04-01,Farmed,0.16924460160570873
1999-04-01,Mixed,0.9484886449019204
1999-04-01,Wild,0.8202312981480923
1999-05-01,Farmed,0.19111212309745393
1999-05-01,Mixed,1.0135030062811248
1999-05-01,Wild,0.8834502240863211
1999-06-01,Farmed,0.16902380615295892
1999-06-01,Mixed,0.9281393740943501
1999-06-01,Wild,0.887744582863696
1999-07-01,Farmed,0.19620871370712378
1999-07-01,Mixed,1.0739072287802702
1999-07-01,Wild,0.9536283420017979
1999-08-01,Farmed,0.16031679636926752
1999-08-01,Mixed,0.8869025025898717
1999-08-01,Wild,0.8049432806529866
1999-09-01,Farmed,0.19017505817369532
1999-09-01,Mixed,1.0826408041916478
1999-09-01,Wild,0.9297859417726314
1999-10-01,Farmed,0.22427454750012563
1999-10-01,Mixed,1.214576989141746
1999-10-01,Wild,0.951837918943405
1999-11-01,Farmed,0.1974347424867513
1999-11-01,Mixed,1.1891010534290118
1999-11-01,Wild,0.8436183234196579
1999-12-01,Farmed,0.297705952330636
1999-12-01,Mixed,2.1433238640050694
1999-12-01,Wild,0.8566404933684405
2000-01-01,Farmed,0.20980887413355032
2000-01-01,Mixed,1.269599523319638
2000-01-01,Wild,0.7448612357068346
2000-02-01,Farmed,0.20363165069121633
2000-02-01,Mixed,1.1074426291314097
2000-02-01,Wild,0.7999850667620458
2000-03-01,Farmed,0.21879828208558005
2000-03-01,Mixed,1.259577888744081
2000-03-01,Wild,0.9182673644353482
2000-04-01,Farmed,0.19454343894020537
2000-04-01,Mixed,1.2392481382260723
2000-04-01,Wild,0.9000420355353381
2000-05-01,Farmed,0.17717010661834467
2000-05-01,Mixed,1.105392822678677
2000-05-01,Wild,0.8593817897470667
2000-06-01,Farmed,0.1743159677316946
2000-06-01,Mixed,1.0730988754569006
2000-06-01,Wild,0.898445534954313
2000-07-01,Farmed,0.1838716356472321
2000-07-01,Mixed,1.0413786357211683
2000-07-01,Wild,0.9031161245875593
2000-08-01,Farmed,0.16356993746410983
2000-08-01,Mixed,1.0308071257316835
2000-08-01,Wild,0.8344953966906162
2000-09-01,Farmed,0.2020205033158698
2000-09-01,Mixed,1.1320909497174507
2000-09-01,Wild,0.9554995156001742
2000-10-01,Farmed,0.2379183066929474
2000-10-01,Mixed,1.2219170085319169
2000-10-01,Wild,0.943828751284336
2000-11-01,Farmed,0.20804579729846387
2000-11-01,Mixed,1.2377320708884387
2000-11-01,Wild,0.7992380802516579
2000-12-01,Farmed,0.31574342769246727
2000-12-01,Mixed,2.294040010285815
2000-12-01,Wild,0.8081904988417575
2001-01-01,Farmed,0.22629822052155568
2001-01-01,Mixed,1.3545116544414497
2001-01-01,Wild,0.8444697959268305
2001-02-01,Farmed,0.19691802646677825
2001-02-01,Mixed,1.275599088092306
2001-02-01,Wild,0.8732679740463761
2001-03-01,Farmed,0.215933593790407
2001-03-01,Mixed,1.4507322778662075
2001-03-01,Wild,1.0307722074662822
2001-04-01,Farmed,0.20413863078379474
2001-04-01,Mixed,1.4179691779468016
2001-04-01,Wild,0.995770964773871
2001-05-01,Farmed,0.19025399341549915
2001-05-01,Mixed,1.2731712219584104
2001-05-01,Wild,0.9081538511013707
2001-06-01,Farmed,0.18812133485486404
2001-06-01,Mixed,1.1861356301498895
2001-06-01,Wild,0.9475095907760956
2001-07-01,Farmed,0.19271199789578633
2001-07-01,Mixed,1.1490293968869734
2001-07-01,Wild,0.8668628343313122
2001-08-01,Farmed,0.16791653802690334
2001-08-01,Mixed,1.0597741899774091
2001-08-01,Wild,0.7925142511754657
2001-09-01,Farmed,0.2452354775516919
2001-09-01,Mixed,1.3011326904121536
2001-09-01,Wild,0.8772180737086668
2001-10-01,Farmed,0.30689804019736877
2001-10-01,Mixed,1.5973306294980492
2001-10-01,Wild,1.0136963638792578
2001-11-01,Farmed,0.27981503043024863
2001-11-01,Mixed,1.4870437975197686
2001-11-01,Wild,0.8082867347988724
2001-12-01,Farmed,0.3218231916230483
2001-12-01,Mixed,2.4364985468162446
2001-12-01,Wild,0.814776607733709
2002-01-01,Farmed,0.2871325362832066
2002-01-01,Mixed,1.5324442166139893
2002-01-01,Wild,0.8186670756989621
2002-02-01,Farmed,0.2492492269882964
2002-02-01,Mixed,1.3344183608071565
2002-02-01,Wild,0.872874908279943
2002-03-01,Farmed,0.24619809101295523
2002-03-01,Mixed,1.5357176040558012
2002-03-01,Wild,1.0346299051629957
2002-04-01,Farmed,0.2327360198148789
2002-04-01,Mixed,1.3524540201291202
2002-04-01,Wild,0.9693968827503678
2002-05-01,Farmed,0.2459301424266231
2002-05-01,Mixed,1.3473674685887111
2002-05-01,Wild,0.9589929982135876
2002-06-01,Farmed,0.192262262875935
2002-06-01,Mixed,1.2606284477142111
2002-06-01,Wild,0.9148237360214375
2002-07-01,Farmed,0.19570627197638693
2002-07-01,Mixed,1.2090268432967402
2002-07-01,Wild,0.9265754629099493
2002-08-01,Farmed,0.19463312954740097
2002-08-01,Mixed,1.202034146688688
2002-08-01,Wild,0.8481081959397148
2002-09-01,Farmed,0.23764897209522043
2002-09-01,Mixed,1.3244978098704414
2002-09-01,Wild,0.8611403719080334
2002-10-01,Farmed,0.2636760649422588
2002-10-01,Mixed,1.5350136144786946
2002-10-01,Wild,1.0650174885158608
2002-11-01,Farmed,0.27164717421582496
2002-11-01,Mixed,1.5609562948597937
2002-11-01,Wild,0.8489302977366308
2002-12-01,Farmed,0.39368268366600184
2002-12-01,Mixed,2.8006414685910648
2002-12-01,Wild,0.905844259554119
2003-01-01,Farmed,0.32994050624812116
2003-01-01,Mixed,1.3391835754928003
2003-01-01,Wild,0.8688971932781366
2003-02-01,Farmed,0.34999421697994065
2003-02-01,Mixed,1.2083602864045966
2003-02-01,Wild,0.9357880531925518
2003-03-01,Farmed,0.344212454827322
2003-03-01,Mixed,1.3770820835063833
2003-03-01,Wild,1.096201102223724
2003-04-01,Farmed,0.3325960667589138
2003-04-01,Mixed,1.3911594611442526
2003-04-01,Wild,1.0721884816605423
2003-05-01,Farmed,0.30536813435377325
2003-05-01,Mixed,1.2991134281922658
2003-05-01,Wild,1.0341680032110139
2003-06-01,Farmed,0.2894674813669873
2003-06-01,Mixed,1.0972321589014584
2003-06-01,Wild,0.9508298263586636
2003-07-01,Farmed,0.2879923652454313
2003-07-01,Mixed,1.2009665264693292
2003-07-01,Wild,1.0569946277561901
2003-08-01,Farmed,0.2674521391513657
2003-08-01,Mixed,1.188524053900451
2003-08-01,Wild,0.907141116641983
2003-09-01,Farmed,0.3271217724341689
2003-09-01,Mixed,1.3275430717034398
2003-09-01,Wild,0.9974169734523644
2003-10-01,Farmed,0.40531443335961725
2003-10-01,Mixed,1.5967965170875569
2003-10-01,Wild,1.1554935782084645
2003-11-01,Farmed,0.32687308262100173
2003-11-01,Mixed,1.46111467542412
2003-11-01,Wild,0.9381689481876373
2003-12-01,Farmed,0.4524174909340832
2003-12-01,Mixed,2.6316023148002174
2003-12-01,Wild,0.9238771555788636
2004-01-01,Farmed,0.35069285266672556
2004-01-01,Mixed,1.5067743172743546
2004-01-01,Wild,0.9704866583854164
2004-02-01,Farmed,0.2959420954432959
2004-02-01,Mixed,1.3124609569517571
2004-02-01,Wild,1.0529514852171664
2004-03-01,Farmed,0.2922555558895258
2004-03-01,Mixed,1.3744990487266244
2004-03-01,Wild,1.1199584740181838
2004-04-01,Farmed,0.28495297786144774
2004-04-01,Mixed,1.5474836888980035
2004-04-01,Wild,1.1449084725888052
2004-05-01,Farmed,0.26224972484003883
2004-05-01,Mixed,1.3577264608356505
2004-05-01,Wild,1.088487363776631
2004-06-01,Farmed,0.24554668531123727
2004-06-01,Mixed,1.261695892511167
2004-06-01,Wild,1.0381383986124613
2004-07-01,Farmed,0.2358211090352911
2004-07-01,Mixed,1.3202072630576664
2004-07-01,Wild,1.0839309933370638
2004-08-01,Farmed,0.22135100065499677
2004-08-01,Mixed,1.1548298322678525
2004-08-01,Wild,0.883540011242044
2004-09-01,Farmed,0.313223196187823
2004-09-01,Mixed,1.377816886689153
2004-09-01,Wild,0.9997134048709814
2004-10-01,Farmed,0.3406647886511949
2004-10-01,Mixed,1.5942921184331
2004-10-01,Wild,1.0921779523788837
2004-11-01,Farmed,0.30051418571814864
2004-11-01,Mixed,1.5437642805977272
2004-11-01,Wild,0.9315083740777518
2004-12-01,Farmed,0.4007669588927216
2004-12-01,Mixed,2.567867009914148
2004-12-01,Wild,0.9887826412231476
2005-01-01,Farmed,0.32447594067812857
2005-01-01,Mixed,1.4449660220825282
2005-01-01,Wild,0.9696647278815885
2005-02-01,Farmed,0.27646583117025036
2005-02-01,Mixed,1.295806147803522
2005-02-01,Wild,1.125240781245433
2005-03-01,Farmed,0.2841106997069948
2005-03-01,Mixed,1.4655244633000701
2005-03-01,Wild,1.1977073957982916
2005-04-01,Farmed,0.2778967424277824
2005-04-01,Mixed,1.494248569833403
2005-04-01,Wild,1.1686279466905156
2005-05-01,Farmed,0.24259309696202805
2005-05-01,Mixed,1.3346094638501877
2005-05-01,Wild,1.115400793845085
2005-06-01,Farmed,0.2437112509045295
2005-06-01,Mixed,1.28899297171017
2005-06-01,Wild,1.063680414522588
2005-07-01,Farmed,0.22822231720777714
2005-07-01,Mixed,1.3228605863790095
2005-07-01,Wild,1.085759591643199
2005-08-01,Farmed,0.23419868131835397
2005-08-01,Mixed,1.2620614020798735
2005-08-01,Wild,0.9621238790768522
2005-09-01,Farmed,0.2862199499327665
2005-09-01,Mixed,1.4720197625390086
2005-09-01,Wild,1.0800608461909789
2005-10-01,Farmed,0.35972420203601285
2005-10-01,Mixed,1.6102494202354354
2005-10-01,Wild,1.1876616959972834
2005-11-01,Farmed,0.273271936714302
2005-11-01,Mixed,1.5422018989953976
2005-11-01,Wild,0.963160353095562
2005-12-01,Farmed,0.36887724033370456
2005-12-01,Mixed,2.6192131286584925
2005-12-01,Wild,1.0320791268560425
2006-01-01,Farmed,0.31227722177963757
2006-01-01,Mixed,1.5076752392667327
2006-01-01,Wild,1.0045376432213968
2006-02-01,Farmed,0.28103557730021234
2006-02-01,Mixed,1.3405736147966218
2006-02-01,Wild,1.0314531036975236
2006-03-01,Farmed,0.3219303978503053
2006-03-01,Mixed,1.508539791364042
2006-03-01,Wild,1.159246593515243
2006-04-01,Farmed,0.25470645112661655
2006-04-01,Mixed,1.4831537299386197
2006-04-01,Wild,1.1191145324976757
2006-05-01,Farmed,0.25553380100854517
2006-05-01,Mixed,1.347041550880477
2006-05-01,Wild,1.0670547108788748
2006-06-01,Farmed,0.22772571559773627
2006-06-01,Mixed,1.3746524417263242
2006-06-01,Wild,1.0398121904356297
2006-07-01,Farmed,0.21351697990133192
2006-07-01,Mixed,1.2896844076728313
2006-07-01,Wild,1.006581254488373
2006-08-01,Farmed,0.22015883063622974
2006-08-01,Mixed,1.27766170154032
