date,comunidad,var,name,value
2001-05-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.003748024520092181
2001-05-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.053277679422570556
2001-05-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.2924089066518608
2001-05-01,Total España,CONSUMO X CAPITA,SARDINAS,0.023274461518618825
2001-05-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,4.131430234818031
2001-05-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,2.199670432729639
2001-05-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.05374161232849813
2001-06-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.0024701092259690033
2001-06-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.002268034083770519
2001-06-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.04104274596576819
2001-06-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.043774465919840126
2001-06-01,Total España,CONSUMO X CAPITA,ATUN,0.21427425548949358
2001-06-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.05390465584176342
2001-06-01,Total España,CONSUMO X CAPITA,BACALAO,0.04661142305065601
2001-06-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.007373519369609242
2001-06-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.039237903681046765
2001-06-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,4.6343883467525257e-4
2001-06-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.010682314546389803
2001-06-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.02754200196052447
2001-06-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.08642442566940214
2001-06-01,Total España,CONSUMO X CAPITA,CALAMARES,0.010273223549469643
2001-06-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.026840667817857607
2001-06-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.11981919568489786
2001-06-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.009636859776482732
2001-06-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.3478385134139069
2001-06-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.005097827181427778
2001-06-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.06617590353561123
2001-06-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.03800667812026774
2001-06-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.10928040883730673
2001-06-01,Total España,CONSUMO X CAPITA,LENGUADO,0.07496172557997442
2001-06-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.02998493726761593
2001-06-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.04497678831235849
2001-06-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.008483697473570109
2001-06-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.14615492268288544
2001-06-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.3017335133968779
2001-06-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.45637213355333345
2001-06-01,Total España,CONSUMO X CAPITA,MEJILLON,0.08445530469328463
2001-06-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.0029565223738770912
2001-06-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.08149853528378138
2001-06-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.018843630527821745
2001-06-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.36285531505689156
2001-06-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.11473742581917046
2001-06-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.24811788923772113
2001-06-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.054027679583590844
2001-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.0033858702921423303
2001-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.040896006803829446
2001-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.05476112835765846
2001-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.09904300545363023
2001-06-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.4104857600654556
2001-06-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.05525001186182813
2001-06-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.35523574820362747
2001-06-01,Total España,CONSUMO X CAPITA,PESCADOS,1.3626576542140598
2001-06-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.21093532196632153
2001-06-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,1.1517225792833643
2001-06-01,Total España,CONSUMO X CAPITA,PULPO,0.0032443188783529272
2001-06-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.006554349233264286
2001-06-01,Total España,CONSUMO X CAPITA,SALMON,0.05730880677024155
2001-06-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.0035894276480977717
2001-06-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.053719626157769935
2001-06-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.282630989532841
2001-06-01,Total España,CONSUMO X CAPITA,SARDINAS,0.02438636887196281
2001-06-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,4.023886980503878
2001-06-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,2.1668683011813004
2001-06-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.04635722339133787
2001-07-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.0033045955711358496
2001-07-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.0017680339764236579
2001-07-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.04007683666748449
2001-07-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.042208260049988795
2001-07-01,Total España,CONSUMO X CAPITA,ATUN,0.19435107927535472
2001-07-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.07190614192000735
2001-07-01,Total España,CONSUMO X CAPITA,BACALAO,0.036718387329845864
2001-07-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.007815713140434777
2001-07-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.028902921225037247
2001-07-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,3.63636441706808e-4
2001-07-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.0114804866545112
2001-07-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.028538543676451956
2001-07-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.08370777488852593
2001-07-01,Total España,CONSUMO X CAPITA,CALAMARES,0.010797680183806299
2001-07-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.02500914568551095
2001-07-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.11730042044057544
2001-07-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.0101331543494372
2001-07-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.33506603043458144
2001-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.005868578335045469
2001-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.06274828422264794
2001-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.03836142127943281
2001-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.10697828383712621
2001-07-01,Total España,CONSUMO X CAPITA,LENGUADO,0.06639897670603326
2001-07-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.02457065744907781
2001-07-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.04182856629258162
2001-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.010659340233156967
2001-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.1373686065672699
2001-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.3033199761880743
2001-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.45134767595287506
2001-07-01,Total España,CONSUMO X CAPITA,MEJILLON,0.09651138435674751
2001-07-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.005040020844906451
2001-07-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.09147136351184106
2001-07-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.019537306566077665
2001-07-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.30298351366524506
2001-07-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.10825644616687556
2001-07-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.19472682046274334
2001-07-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.05772728512095576
2001-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.004790761898111499
2001-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.033855985529535546
2001-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.04970257984079004
2001-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.08834932726843708
2001-07-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.3876327413250649
2001-07-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.06469121942239253
2001-07-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.3229417689382985
2001-07-01,Total España,CONSUMO X CAPITA,PESCADOS,1.231563011444363
2001-07-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.20711170454462455
2001-07-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,1.0244515539353647
2001-07-01,Total España,CONSUMO X CAPITA,PULPO,0.0032529651252685104
2001-07-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.008583746902164712
2001-07-01,Total España,CONSUMO X CAPITA,SALMON,0.05281078208912907
2001-07-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.0017776683658438793
2001-07-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.05103286668765903
2001-07-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.2411838462470497
2001-07-01,Total España,CONSUMO X CAPITA,SARDINAS,0.024481477588034223
2001-07-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,3.834760704721797
2001-07-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,2.017976964867446
2001-07-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.04339007848553592
2001-08-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.002684289113849304
2001-08-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.0014696149400229624
2001-08-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.037648229426710283
2001-08-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.03948469227158013
2001-08-01,Total España,CONSUMO X CAPITA,ATUN,0.16867049075794222
2001-08-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.0781190879179192
2001-08-01,Total España,CONSUMO X CAPITA,BACALAO,0.0315923980870359
2001-08-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.006128706849391439
2001-08-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.025463691237644463
2001-08-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,3.6684790484688173e-4
2001-08-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.008873766727275986
2001-08-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.03110079719097846
2001-08-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.07522704184246974
2001-08-01,Total España,CONSUMO X CAPITA,CALAMARES,0.00982633610174708
2001-08-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.02319121051260307
2001-08-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.10338440954775757
2001-08-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.011175891727456517
2001-08-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.29490297833356727
2001-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.005754694911385932
2001-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.06603978690559732
2001-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.03797629273825012
2001-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.10977077455523337
2001-08-01,Total España,CONSUMO X CAPITA,LENGUADO,0.05411537723087748
2001-08-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.021620805037107026
2001-08-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.032494325158144294
2001-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.009696889433639493
2001-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.1293419250020949
2001-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.27697510887191884
2001-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.41601392330765324
2001-08-01,Total España,CONSUMO X CAPITA,MEJILLON,0.08806400112022285
2001-08-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.0032877971485570025
2001-08-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.084776451007292
2001-08-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.017713936609394274
2001-08-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.27863024756718763
2001-08-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.10565837248655591
2001-08-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.17297187508063172
2001-08-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.0500585581780859
2001-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.003942194522253561
2001-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.030020510397782897
2001-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.04134734089282288
2001-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.07530979877723318
2001-08-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.357578140010872
2001-08-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.060159597896122366
2001-08-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.2974185421147496
2001-08-01,Total España,CONSUMO X CAPITA,PESCADOS,1.1368539990160753
2001-08-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.19621891564474683
2001-08-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,0.9406350833713286
2001-08-01,Total España,CONSUMO X CAPITA,PULPO,0.003297184502351064
2001-08-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.004966157192684756
2001-08-01,Total España,CONSUMO X CAPITA,SALMON,0.04572407108149103
2001-08-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.0026514333755700884
2001-08-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.043072637705920944
2001-08-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.2258656611401504
2001-08-01,Total España,CONSUMO X CAPITA,SARDINAS,0.022602277579838785
2001-08-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,3.569302643777061
2001-08-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,1.847770900657296
2001-08-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.03412821878956333
2001-09-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.002548913590713889
2001-09-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.00284461523522683
2001-09-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.041350799391589116
2001-09-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.04469022698601345
2001-09-01,Total España,CONSUMO X CAPITA,ATUN,0.1691465284095516
2001-09-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.06540861088075976
2001-09-01,Total España,CONSUMO X CAPITA,BACALAO,0.04280880365718258
2001-09-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.00764007081023536
2001-09-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.03516873284694722
2001-09-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,4.948123591975111e-4
2001-09-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.01031126703589821
2001-09-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.02717465998442527
2001-09-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.09308919982755973
2001-09-01,Total España,CONSUMO X CAPITA,CALAMARES,0.009219122532646989
2001-09-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.025873770377069255
2001-09-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.1267502742480554
2001-09-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.010675644584483496
2001-09-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.3113753138858838
2001-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.006819665495759606
2001-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.07315367183211292
2001-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.03974803224906617
2001-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.11972112254131254
2001-09-01,Total España,CONSUMO X CAPITA,LENGUADO,0.07558474942914872
2001-09-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.026767545272514386
2001-09-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.04881720415663433
2001-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.01226186034005375
2001-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.147654923004926
2001-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.3619383188125874
2001-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.5218553491931934
2001-09-01,Total España,CONSUMO X CAPITA,MEJILLON,0.13218999873608797
2001-09-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.005951829341061226
2001-09-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.12623816939502674
2001-09-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.01971912478693107
2001-09-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.3226734882482893
2001-09-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.11653288075009781
2001-09-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.2061406074981915
2001-09-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.06197802714028256
2001-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.005442194844294144
2001-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.031548919816831826
2001-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.06151211794934571
2001-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.09850347964609785
2001-09-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.44152455131426804
2001-09-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.06854621036861178
2001-09-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.37297834094565624
2001-09-01,Total España,CONSUMO X CAPITA,PESCADOS,1.3767846335316178
2001-09-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.2211376462910834
2001-09-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,1.1556469872405344
2001-09-01,Total España,CONSUMO X CAPITA,PULPO,0.0029261369918594706
2001-09-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.007787304043426433
2001-09-01,Total España,CONSUMO X CAPITA,SALMON,0.06983326598090286
2001-09-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.001650692053997888
2001-09-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.06818257392690498
2001-09-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.2885640441663141
2001-09-01,Total España,CONSUMO X CAPITA,SARDINAS,0.024850054742264222
2001-09-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,4.207715330247342
2001-09-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,2.2100150495750692
2001-09-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.04321221283470107
2001-10-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.0030812753650876464
2001-10-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.003480731972587585
2001-10-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.05817763106744456
2001-10-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.06209413388457754
2001-10-01,Total España,CONSUMO X CAPITA,ATUN,0.1562759722866408
2001-10-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.05438266977838208
2001-10-01,Total España,CONSUMO X CAPITA,BACALAO,0.052592649631230226
2001-10-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.011543727774808037
2001-10-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.041048921856422185
2001-10-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,4.355238089192272e-4
2001-10-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.012033599421482357
2001-10-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.02226729727076648
2001-10-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.13198570027325404
2001-10-01,Total España,CONSUMO X CAPITA,CALAMARES,0.010416504212642164
2001-10-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.033487902446557874
2001-10-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.17626634219109502
2001-10-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.009197136361918792
2001-10-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.3045171108324433
2001-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.00761462614074093
2001-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.08614749873247732
2001-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.046201343911231214
2001-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.13996346878444946
2001-10-01,Total España,CONSUMO X CAPITA,LENGUADO,0.09037427829606665
2001-10-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.032626242182513476
2001-10-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.05774803611355316
2001-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.012692690472075946
2001-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.17468012643552477
2001-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.46928666201770064
2001-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.6566594789253013
2001-10-01,Total España,CONSUMO X CAPITA,MEJILLON,0.1674044331738747
2001-10-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.004868825155977907
2001-10-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.1625356080178968
2001-10-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.019874757231411563
2001-10-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.41606876521666064
2001-10-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.1462631242871433
2001-10-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.26980588796514354
2001-10-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.0677833643550312
2001-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.005078064331335017
2001-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.035466904847721754
2001-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.07038613171224786
2001-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.1109313479269308
2001-10-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.5447844549064412
2001-10-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.08586143147738459
2001-10-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.45892302342905655
2001-10-01,Total España,CONSUMO X CAPITA,PESCADOS,1.6261117621593897
2001-10-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.27939902243579606
2001-10-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,1.3467127397235938
2001-10-01,Total España,CONSUMO X CAPITA,PULPO,0.002827816812647983
2001-10-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.010792739471283107
2001-10-01,Total España,CONSUMO X CAPITA,SALMON,0.08486563086833558
2001-10-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.0031044967139466414
2001-10-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.08176113415438895
2001-10-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.3061477930007223
2001-10-01,Total España,CONSUMO X CAPITA,SARDINAS,0.023026684785580835
2001-10-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,5.257909231606659
2001-10-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,2.5872883519171346
2001-10-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.05462797615515847
2001-11-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.003571888118640446
2001-11-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.0026907120401294515
2001-11-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.04517046424326755
2001-11-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.04860549462501563
2001-11-01,Total España,CONSUMO X CAPITA,ATUN,0.1189049168324815
2001-11-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.023837455710636363
2001-11-01,Total España,CONSUMO X CAPITA,BACALAO,0.04742911097324401
2001-11-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.009187996043750889
2001-11-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.03824111492949312
2001-11-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,7.443183416186226e-4
2001-11-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.011239626919005673
2001-11-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.013644765775294722
2001-11-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.10816751334145812
2001-11-01,Total España,CONSUMO X CAPITA,CALAMARES,0.008849310200286193
2001-11-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.026364136094995896
2001-11-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.14056574164102636
