date,comunidad,var,name,value
2018-06-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.13818585229573
2018-06-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.24541845618902
2018-06-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.42722123858323
2018-06-01,Total España,CONSUMO X CAPITA,MEJILLON,0.08421683419345
2018-06-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.00297045429203
2018-06-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.08124637990141
2018-06-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.02821107938355
2018-06-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.24088183415953
2018-06-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.0764388565463
2018-06-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.16444297761322
2018-06-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.0814279376981
2018-06-01,Total España,CONSUMO X CAPITA,OTROS AHUMADOS,0.00264730551935
2018-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.0201380555248
2018-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.02068942146179
2018-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.06257952106042
2018-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.10340699804702
2018-06-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.24313194556653
2018-06-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.07754847381072
2018-06-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.1655834717558
2018-06-01,Total España,CONSUMO X CAPITA,PESCADO SALADO,0.01406345378368
2018-06-01,Total España,CONSUMO X CAPITA,PESCADOS,1.08454427075514
2018-06-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.19196137620067
2018-06-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,0.89258289455447
2018-06-01,Total España,CONSUMO X CAPITA,PULPO,9.1878040702e-4
2018-06-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.00416961012031
2018-06-01,Total España,CONSUMO X CAPITA,RAPE,0.02762306002824
2018-06-01,Total España,CONSUMO X CAPITA,RODABALLO,0.00585888872632
2018-06-01,Total España,CONSUMO X CAPITA,SALMON,0.07749859746247
2018-06-01,Total España,CONSUMO X CAPITA,SALMON AHUMADO,0.01154682604987
2018-06-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.00717421743904
2018-06-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.07032438002342
2018-06-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.16667533865024
2018-06-01,Total España,CONSUMO X CAPITA,SARDINAS,0.02463479619831
2018-06-01,Total España,CONSUMO X CAPITA,SARDINAS FRESCAS,0.05576031102108
2018-06-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,3.7150834348999
2018-06-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,1.92876668541664
2018-06-01,Total España,CONSUMO X CAPITA,TRUCHA AHUMADA,2.6231365279e-4
2018-06-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.02444291689018
2018-07-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.00196512154698
2018-07-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.00814809039255
2018-07-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.02364206840735
2018-07-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.0318344965287
2018-07-01,Total España,CONSUMO X CAPITA,ANCHOAS,0.00821493697107
2018-07-01,Total España,CONSUMO X CAPITA,ATUN,0.2159074142155
2018-07-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.07863593598372
2018-07-01,Total España,CONSUMO X CAPITA,BACALAO,0.06608909791698
2018-07-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.02243175614283
2018-07-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.04365734177414
2018-07-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,4.433772879e-5
2018-07-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.00887692277553
2018-07-01,Total España,CONSUMO X CAPITA,BOQUERONES FRESCOS,0.0890046721691
2018-07-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.02061453681449
2018-07-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.05696323825512
2018-07-01,Total España,CONSUMO X CAPITA,CALAMARES,0.00798891121046
2018-07-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.03078271354168
2018-07-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.09478876390427
2018-07-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.01511596525903
2018-07-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.40887714291553
2018-07-01,Total España,CONSUMO X CAPITA,DORADA,0.03602196534008
2018-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.01789448545785
2018-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.07288510099112
2018-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.02269601751523
2018-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.11347560396421
2018-07-01,Total España,CONSUMO X CAPITA,LENGUADO,0.05711418871631
2018-07-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.00367792706313
2018-07-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.05343626165318
2018-07-01,Total España,CONSUMO X CAPITA,LUBINA,0.03735262949591
2018-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.03598134328966
2018-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.14635727020261
2018-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.25137234664862
2018-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.43371096014091
2018-07-01,Total España,CONSUMO X CAPITA,MEJILLON,0.0850997691527
2018-07-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.0017545942699
2018-07-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.0833451748828
2018-07-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.02555910836571
2018-07-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.23222445278105
2018-07-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.06701882285151
2018-07-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.16520562992953
2018-07-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.08698088893642
2018-07-01,Total España,CONSUMO X CAPITA,OTROS AHUMADOS,0.0047229899573
2018-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.01808685783181
2018-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.02569962117107
2018-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.06472584758811
2018-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.108512326591
2018-07-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.22570241899771
2018-07-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.08007702497208
2018-07-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.14562539402563
2018-07-01,Total España,CONSUMO X CAPITA,PESCADO SALADO,0.0167974008312
2018-07-01,Total España,CONSUMO X CAPITA,PESCADOS,1.0213435787842
2018-07-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.17953906903209
2018-07-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,0.8418045097521
2018-07-01,Total España,CONSUMO X CAPITA,PULPO,0.00127389496636
2018-07-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.00704281210746
2018-07-01,Total España,CONSUMO X CAPITA,RAPE,0.0201393024335
2018-07-01,Total España,CONSUMO X CAPITA,RODABALLO,0.00498592772187
2018-07-01,Total España,CONSUMO X CAPITA,SALMON,0.08356307491848
2018-07-01,Total España,CONSUMO X CAPITA,SALMON AHUMADO,0.01057474566458
2018-07-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.00633353800252
2018-07-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.07722953691596
2018-07-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.14231900412031
2018-07-01,Total España,CONSUMO X CAPITA,SARDINAS,0.02132649100616
2018-07-01,Total España,CONSUMO X CAPITA,SARDINAS FRESCAS,0.05149993734224
2018-07-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,3.43624711755757
2018-07-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,1.86393168184065
2018-07-01,Total España,CONSUMO X CAPITA,TRUCHA AHUMADA,3.6975204036e-4
2018-07-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.01658104354372
2018-08-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.00201304557367
2018-08-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.00959388870747
2018-08-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.02270686496356
2018-08-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.03234670863384
2018-08-01,Total España,CONSUMO X CAPITA,ANCHOAS,0.00792903110431
2018-08-01,Total España,CONSUMO X CAPITA,ATUN,0.20181285345627
2018-08-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.06665632085116
2018-08-01,Total España,CONSUMO X CAPITA,BACALAO,0.06659051299799
2018-08-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.0306559846656
2018-08-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.03593452833238
2018-08-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,4.595496281e-5
2018-08-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.00873567365853
2018-08-01,Total España,CONSUMO X CAPITA,BOQUERONES FRESCOS,0.08469304155768
2018-08-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.02108850456414
2018-08-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.04680844881315
2018-08-01,Total España,CONSUMO X CAPITA,CALAMARES,0.00779041824596
2018-08-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.03467335358794
2018-08-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.08642221466808
2018-08-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.01278796479026
2018-08-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.37965963874472
2018-08-01,Total España,CONSUMO X CAPITA,DORADA,0.03885041009803
2018-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.02046503925395
2018-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.06440609987397
2018-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.02333733180857
2018-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.10820847093651
2018-08-01,Total España,CONSUMO X CAPITA,LENGUADO,0.04358107873391
2018-08-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.00502155556326
2018-08-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.03855952317065
2018-08-01,Total España,CONSUMO X CAPITA,LUBINA,0.03090282437858
2018-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.03943454847739
2018-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.1409220681035
2018-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.22466421957993
2018-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.40502083616083
2018-08-01,Total España,CONSUMO X CAPITA,MEJILLON,0.07689364228193
2018-08-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.00170932052684
2018-08-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.07518432175508
2018-08-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.02413688736322
2018-08-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.1761615965649
2018-08-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.067962134489
2018-08-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.10819946207589
2018-08-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.07724950060368
2018-08-01,Total España,CONSUMO X CAPITA,OTROS AHUMADOS,0.00633201935976
2018-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.01896950922343
2018-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.02555303817745
2018-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.05662725223956
2018-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.10114979964045
2018-08-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.20138719520123
2018-08-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.08163997792029
2018-08-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.11974721728093
2018-08-01,Total España,CONSUMO X CAPITA,PESCADO SALADO,0.01270979522881
2018-08-01,Total España,CONSUMO X CAPITA,PESCADOS,0.90771365178849
2018-08-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.19047904061183
2018-08-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,0.71723461117666
2018-08-01,Total España,CONSUMO X CAPITA,PULPO,7.877118942e-4
2018-08-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.00494041226698
2018-08-01,Total España,CONSUMO X CAPITA,RAPE,0.01821395267231
2018-08-01,Total España,CONSUMO X CAPITA,RODABALLO,0.00560940179767
2018-08-01,Total España,CONSUMO X CAPITA,SALMON,0.09004674818003
2018-08-01,Total España,CONSUMO X CAPITA,SALMON AHUMADO,0.01102149837166
2018-08-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.00519938797366
2018-08-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.08484736020636
2018-08-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.13078680788155
2018-08-01,Total España,CONSUMO X CAPITA,SARDINAS,0.01887599326186
2018-08-01,Total España,CONSUMO X CAPITA,SARDINAS FRESCAS,0.04404692952425
2018-08-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,3.26087609617495
2018-08-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,1.69239412669405
2018-08-01,Total España,CONSUMO X CAPITA,TRUCHA AHUMADA,1.8704106129e-4
2018-08-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.01783829786693
2018-09-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.00169128637008
2018-09-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.00867304334073
2018-09-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.02393367849795
2018-09-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.03272377899835
2018-09-01,Total España,CONSUMO X CAPITA,ANCHOAS,0.00731105087758
2018-09-01,Total España,CONSUMO X CAPITA,ATUN,0.18766666322583
2018-09-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.04913013146505
2018-09-01,Total España,CONSUMO X CAPITA,BACALAO,0.07205545746365
2018-09-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.02855361769618
2018-09-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.04350183976746
2018-09-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,1.1705715966e-4
2018-09-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.00836662593531
2018-09-01,Total España,CONSUMO X CAPITA,BOQUERONES FRESCOS,0.09410926221003
2018-09-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.01913581265896
2018-09-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.05814287086781
2018-09-01,Total España,CONSUMO X CAPITA,CALAMARES,0.00712587069057
2018-09-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.03468542822234
2018-09-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.09854854866129
2018-09-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.01213183441649
2018-09-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.35956656719366
2018-09-01,Total España,CONSUMO X CAPITA,DORADA,0.04814825112241
2018-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.01636508509171
2018-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.06741754875506
2018-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.02354119809495
2018-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.10732383194173
2018-09-01,Total España,CONSUMO X CAPITA,LENGUADO,0.05620978764295
2018-09-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.00507745827169
2018-09-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.05113232937126
2018-09-01,Total España,CONSUMO X CAPITA,LUBINA,0.04053665141852
2018-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.03192749845271
2018-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.13832229404278
2018-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.25749951139893
2018-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.42774930389443
2018-09-01,Total España,CONSUMO X CAPITA,MEJILLON,0.09347375447907
2018-09-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.00144871441582
2018-09-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.09202504006325
2018-09-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.02273693102235
2018-09-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.21017741947211
2018-09-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.07983680329828
2018-09-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.13034061617383
2018-09-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.07449398576093
2018-09-01,Total España,CONSUMO X CAPITA,OTROS AHUMADOS,0.00593373173695
2018-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.015562413361
2018-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.02026025257802
2018-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.05985672387494
2018-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.09567938981396
2018-09-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.22820384058124
2018-09-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.07912496963382
2018-09-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.14907887094741
2018-09-01,Total España,CONSUMO X CAPITA,PESCADO SALADO,0.01183041779432
2018-09-01,Total España,CONSUMO X CAPITA,PESCADOS,1.00351028608332
2018-09-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.200822431022
2018-09-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,0.80268785506131
2018-09-01,Total España,CONSUMO X CAPITA,PULPO,0.00128420595906
2018-09-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.00572024957112
2018-09-01,Total España,CONSUMO X CAPITA,RAPE,0.01607674676683
2018-09-01,Total España,CONSUMO X CAPITA,RODABALLO,0.00783761012467
2018-09-01,Total España,CONSUMO X CAPITA,SALMON,0.09850943210521
2018-09-01,Total España,CONSUMO X CAPITA,SALMON AHUMADO,0.0113332014428
2018-09-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.00822958212201
2018-09-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.09027984998319
2018-09-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.13613709810553
2018-09-01,Total España,CONSUMO X CAPITA,SARDINAS,0.01930244918785
2018-09-01,Total España,CONSUMO X CAPITA,SARDINAS FRESCAS,0.04114101864544
2018-09-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,3.69752224441387
2018-09-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,1.79082615717142
2018-09-01,Total España,CONSUMO X CAPITA,TRUCHA AHUMADA,1.887305678e-4
2018-09-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.02135204715613
2018-10-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.00164845516559
2018-10-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.01392906376026
2018-10-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.02599738910607
2018-10-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.04010798316092
2018-10-01,Total España,CONSUMO X CAPITA,ANCHOAS,0.00691588819646
2018-10-01,Total España,CONSUMO X CAPITA,ATUN,0.1695952525987
2018-10-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.0458822082105
2018-10-01,Total España,CONSUMO X CAPITA,BACALAO,0.0731851041579
2018-10-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.03079399927075
2018-10-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.04239110488715
2018-10-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,1.8153029457e-4
2018-10-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.00746264780287
2018-10-01,Total España,CONSUMO X CAPITA,BOQUERONES FRESCOS,0.08989604753885
2018-10-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.02165975091552
2018-10-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.06244233918869
2018-10-01,Total España,CONSUMO X CAPITA,CALAMARES,0.00800640737762
2018-10-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.0402286934563
2018-10-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.10584684337793
2018-10-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.01215006032108
2018-10-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.34907551838043
2018-10-01,Total España,CONSUMO X CAPITA,DORADA,0.05767060145603
2018-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.02227618839404
2018-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.07498030207044
2018-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.02298988475165
2018-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.12024637521613
2018-10-01,Total España,CONSUMO X CAPITA,LENGUADO,0.05287201464522
2018-10-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.00567557780666
2018-10-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.04719643683856
2018-10-01,Total España,CONSUMO X CAPITA,LUBINA,0.04237206158898
2018-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.04069832441802
2018-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.15762039598971
2018-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.27632522509426
2018-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.47464394550201
2018-10-01,Total España,CONSUMO X CAPITA,MEJILLON,0.10607774939459
2018-10-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.00253736498704
2018-10-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.10354038440755
2018-10-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.02408595914119
2018-10-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.21936853913621
2018-10-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.08319900825588
2018-10-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.13616953088032
2018-10-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.07916066760012
2018-10-01,Total España,CONSUMO X CAPITA,OTROS AHUMADOS,0.00544804874311
2018-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.01842213602398
2018-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.02258763068814
2018-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.06135522764029
2018-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.10236499435242
2018-10-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.25767114213686
2018-10-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.08389041803785
2018-10-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.17378072409901
2018-10-01,Total España,CONSUMO X CAPITA,PESCADO SALADO,0.01827087000065
2018-10-01,Total España,CONSUMO X CAPITA,PESCADOS,1.0694314764572601
2018-10-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.21150187976405
2018-10-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,0.8579295966932
2018-10-01,Total España,CONSUMO X CAPITA,PULPO,7.4269388795e-4
2018-10-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.00317581073293
2018-10-01,Total España,CONSUMO X CAPITA,RAPE,0.01956579455351
2018-10-01,Total España,CONSUMO X CAPITA,RODABALLO,0.00790342455205
2018-10-01,Total España,CONSUMO X CAPITA,SALMON,0.1135388193868
2018-10-01,Total España,CONSUMO X CAPITA,SALMON AHUMADO,0.01191327257689
2018-10-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.0079428763929
2018-10-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.1055959429939
2018-10-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.13376595547208
2018-10-01,Total España,CONSUMO X CAPITA,SARDINAS,0.02133553273783
2018-10-01,Total España,CONSUMO X CAPITA,SARDINAS FRESCAS,0.04131387656944
2018-10-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,4.04935035342795
2018-10-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,1.8931509403397
2018-10-01,Total España,CONSUMO X CAPITA,TRUCHA AHUMADA,6.1063223097e-4
2018-10-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.02397606024554
2018-11-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.00137612789358
2018-11-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.01386092644496
2018-11-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.02780209771068
2018-11-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.04173708871393
2018-11-01,Total España,CONSUMO X CAPITA,ANCHOAS,0.00705433231672
2018-11-01,Total España,CONSUMO X CAPITA,ATUN,0.14682321528905
2018-11-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.03236267178262
2018-11-01,Total España,CONSUMO X CAPITA,BACALAO,0.07257315467417
