date,source,catTL,value
1999-09-01,Wild,Medium,0.13688115098665363
1999-10-01,Farmed,High,0.1009353505360378
1999-10-01,Farmed,Low,0.12333919696408782
1999-10-01,Mixed,Low,0.6893489666359203
1999-10-01,Mixed,Medium,0.5252280225058257
1999-10-01,Wild,High,0.7788405464983377
1999-10-01,Wild,Low,0.02643380202420906
1999-10-01,Wild,Medium,0.1465635704208582
1999-11-01,Farmed,High,0.09514955732130347
1999-11-01,Farmed,Low,0.10228518516544784
1999-11-01,Mixed,Low,0.6590992377518158
1999-11-01,Mixed,Medium,0.5300018156771962
1999-11-01,Wild,High,0.7017393257602055
1999-11-01,Wild,Low,0.02230685682508272
1999-11-01,Wild,Medium,0.11957214083436969
1999-12-01,Farmed,High,0.12069316019889827
1999-12-01,Farmed,Low,0.17701279213173773
1999-12-01,Mixed,Low,1.3067549554491402
1999-12-01,Mixed,Medium,0.836568908555929
1999-12-01,Wild,High,0.7193603567282368
1999-12-01,Wild,Low,0.01969440302319453
1999-12-01,Wild,Medium,0.11758573361700919
2000-01-01,Farmed,High,0.10121754103519442
2000-01-01,Farmed,Low,0.10859133309835589
2000-01-01,Mixed,Low,0.7088383139511477
2000-01-01,Mixed,Medium,0.5607612093684902
2000-01-01,Wild,High,0.6167305824823194
2000-01-01,Wild,Low,0.01876850154365538
2000-01-01,Wild,Medium,0.10936215168085987
2000-02-01,Farmed,High,0.09010484440807394
2000-02-01,Farmed,Low,0.11352680628314239
2000-02-01,Mixed,Low,0.5894068635504988
2000-02-01,Mixed,Medium,0.518035765580911
2000-02-01,Wild,High,0.6538485383015893
2000-02-01,Wild,Low,0.01961031984100516
2000-02-01,Wild,Medium,0.12652620861945138
2000-03-01,Farmed,High,0.0972693610879662
2000-03-01,Farmed,Low,0.12152892099761385
2000-03-01,Mixed,Low,0.6797525111872454
2000-03-01,Mixed,Medium,0.5798253775568355
2000-03-01,Wild,High,0.7311220461319228
2000-03-01,Wild,Low,0.02431814708693298
2000-03-01,Wild,Medium,0.16282717121649246
2000-04-01,Farmed,High,0.08820200240005681
2000-04-01,Farmed,Low,0.10634143654014856
2000-04-01,Mixed,Low,0.6517667075019505
2000-04-01,Mixed,Medium,0.5874814307241216
2000-04-01,Wild,High,0.7197985846170258
2000-04-01,Wild,Low,0.02254414721879333
2000-04-01,Wild,Medium,0.15769930369951898
2000-05-01,Farmed,High,0.092710732543515
2000-05-01,Farmed,Low,0.08445937407482967
2000-05-01,Mixed,Low,0.5886814748554661
2000-05-01,Mixed,Medium,0.5167113478232108
2000-05-01,Wild,High,0.7047620366162956
2000-05-01,Wild,Low,0.02346168199526187
2000-05-01,Wild,Medium,0.13115807113550923
2000-06-01,Farmed,High,0.08743515582957218
2000-06-01,Farmed,Low,0.08688081190212242
2000-06-01,Mixed,Low,0.5747620552351764
2000-06-01,Mixed,Medium,0.4983368202217242
2000-06-01,Wild,High,0.7544270819031718
2000-06-01,Wild,Low,0.02669564453126174
2000-06-01,Wild,Medium,0.11732280851987946
2000-07-01,Farmed,High,0.09074955160896375
2000-07-01,Farmed,Low,0.09312208403826834
2000-07-01,Mixed,Low,0.5683671158840321
2000-07-01,Mixed,Medium,0.4730115198371362
2000-07-01,Wild,High,0.7784999572479101
2000-07-01,Wild,Low,0.02784603851236434
2000-07-01,Wild,Medium,0.09677012882728485
2000-08-01,Farmed,High,0.0673181562053494
2000-08-01,Farmed,Low,0.09625178125876044
2000-08-01,Mixed,Low,0.5735361930257062
2000-08-01,Mixed,Medium,0.45727093270597724
2000-08-01,Wild,High,0.7174133913994096
2000-08-01,Wild,Low,0.0200214230850073
2000-08-01,Wild,Medium,0.0970605822061994
2000-09-01,Farmed,High,0.09349917692935485
2000-09-01,Farmed,Low,0.10852132638651495
2000-09-01,Mixed,Low,0.6206204235030135
2000-09-01,Mixed,Medium,0.5114705262144373
2000-09-01,Wild,High,0.8182359654894305
2000-09-01,Wild,Low,0.0227442373242678
2000-09-01,Wild,Medium,0.11451931278647601
2000-10-01,Farmed,High,0.11887263795967735
2000-10-01,Farmed,Low,0.11904566873327005
2000-10-01,Mixed,Low,0.6906750477389398
2000-10-01,Mixed,Medium,0.531241960792977
2000-10-01,Wild,High,0.8010786113211216
2000-10-01,Wild,Low,0.02655414160307261
2000-10-01,Wild,Medium,0.11619599836014172
2000-11-01,Farmed,High,0.10271772032475052
2000-11-01,Farmed,Low,0.10532807697371335
2000-11-01,Mixed,Low,0.6572274792762952
2000-11-01,Mixed,Medium,0.5805045916121434
2000-11-01,Wild,High,0.6725989175404065
2000-11-01,Wild,Low,0.02116834155559296
2000-11-01,Wild,Medium,0.1054708211556585
2000-12-01,Farmed,High,0.13853310445242673
2000-12-01,Farmed,Low,0.17721032324004055
2000-12-01,Mixed,Low,1.3360140467905866
2000-12-01,Mixed,Medium,0.9580259634952285
2000-12-01,Wild,High,0.6924465650995675
2000-12-01,Wild,Low,0.01832760820950817
2000-12-01,Wild,Medium,0.09741632553268195
2001-01-01,Farmed,High,0.12414355432082018
2001-01-01,Farmed,Low,0.1021546662007355
2001-01-01,Mixed,Low,0.7558141444819557
2001-01-01,Mixed,Medium,0.598697509959494
2001-01-01,Wild,High,0.7102795497257289
2001-01-01,Wild,Low,0.01965736588039119
2001-01-01,Wild,Medium,0.11453288032071035
2001-02-01,Farmed,High,0.10592220653529426
2001-02-01,Farmed,Low,0.09099581993148398
2001-02-01,Mixed,Low,0.6847447122277506
2001-02-01,Mixed,Medium,0.5908543758645556
2001-02-01,Wild,High,0.7324038133689491
2001-02-01,Wild,Low,0.01940662471983928
2001-02-01,Wild,Medium,0.12145753595758776
2001-03-01,Farmed,High,0.11071568582529352
2001-03-01,Farmed,Low,0.10521790796511349
2001-03-01,Mixed,Low,0.7676844533545466
2001-03-01,Mixed,Medium,0.6830478245116608
2001-03-01,Wild,High,0.8356987960200369
2001-03-01,Wild,Low,0.02598370123071024
2001-03-01,Wild,Medium,0.1690897102155349
2001-04-01,Farmed,High,0.10380140568471483
2001-04-01,Farmed,Low,0.10033722509907993
2001-04-01,Mixed,Low,0.7478440340751712
2001-04-01,Mixed,Medium,0.6701251438716305
2001-04-01,Wild,High,0.8281627272084148
2001-04-01,Wild,Low,0.02293997528079884
2001-04-01,Wild,Medium,0.14466826228465743
2001-05-01,Farmed,High,0.11076731627116086
2001-05-01,Farmed,Low,0.07948667714433827
2001-05-01,Mixed,Low,0.6736592355394684
2001-05-01,Mixed,Medium,0.599511986418942
2001-05-01,Wild,High,0.7592849950294969
2001-05-01,Wild,Low,0.02327446151861882
2001-05-01,Wild,Medium,0.12559439455325502
2001-06-01,Farmed,High,0.10366627719720557
2001-06-01,Farmed,Low,0.08445505765765847
2001-06-01,Mixed,Low,0.6123417816635364
2001-06-01,Mixed,Medium,0.5737938484863532
2001-06-01,Wild,High,0.801183966475534
2001-06-01,Wild,Low,0.02438636887196281
2001-06-01,Wild,Medium,0.12193925542859882
2001-07-01,Farmed,High,0.09620061353903882
2001-07-01,Farmed,Low,0.0965113843567475
2001-07-01,Mixed,Low,0.5966908395682002
2001-07-01,Mixed,Medium,0.552338557318773
2001-07-01,Wild,High,0.7254737229482962
2001-07-01,Wild,Low,0.02448147758803422
2001-07-01,Wild,Medium,0.1169076337949818
2001-08-01,Farmed,High,0.07985228987105435
2001-08-01,Farmed,Low,0.088064248155849
2001-08-01,Mixed,Low,0.5423667172332179
2001-08-01,Mixed,Medium,0.5174074727441913
2001-08-01,Wild,High,0.6652568127869048
2001-08-01,Wild,Low,0.02260227757983878
2001-08-01,Wild,Medium,0.10465516080872209
2001-09-01,Farmed,High,0.11304547881560394
2001-09-01,Farmed,Low,0.13218999873608797
2001-09-01,Mixed,Low,0.6779087423806643
2001-09-01,Mixed,Medium,0.6232239480314893
2001-09-01,Wild,High,0.7282195239330592
2001-09-01,Wild,Low,0.02485005474226422
2001-09-01,Wild,Medium,0.12414849503334337
2001-10-01,Farmed,High,0.13949360702349406
2001-10-01,Farmed,Low,0.16740443317387468
2001-10-01,Mixed,Low,0.8447993414521273
2001-10-01,Mixed,Medium,0.7525312880459218
2001-10-01,Wild,High,0.855210410880994
2001-10-01,Wild,Low,0.02302668478558083
2001-10-01,Wild,Medium,0.13545926821268298
2001-11-01,Farmed,High,0.14473422079684203
2001-11-01,Farmed,Low,0.1350808096334066
2001-11-01,Mixed,Low,0.7600453706868159
2001-11-01,Mixed,Medium,0.7269984268329528
2001-11-01,Wild,High,0.6830389312291191
2001-11-01,Wild,Low,0.02129422393932414
2001-11-01,Wild,Medium,0.10395357963042906
2001-12-01,Farmed,High,0.14012181862081774
2001-12-01,Farmed,Low,0.18170137300223052
2001-12-01,Mixed,Low,1.3675319141538131
2001-12-01,Mixed,Medium,1.0689666326624312
2001-12-01,Wild,High,0.6944665522596322
2001-12-01,Wild,Low,0.01841749407269657
2001-12-01,Wild,Medium,0.10189256140138023
2002-01-01,Farmed,High,0.15706472446468406
2002-01-01,Farmed,Low,0.13006781181852256
2002-01-01,Farmed,Medium,0
2002-01-01,Mixed,Low,0.8007011504298782
2002-01-01,Mixed,Medium,0.731743066184111
2002-01-01,Wild,High,0.6929212909386993
2002-01-01,Wild,Low,0.02041765842048848
2002-01-01,Wild,Medium,0.10532812633977442
2002-02-01,Farmed,High,0.12233926981199403
2002-02-01,Farmed,Low,0.12690995717630238
2002-02-01,Farmed,Medium,0
2002-02-01,Mixed,Low,0.7111053023387202
2002-02-01,Mixed,Medium,0.6233130584684363
2002-02-01,Wild,High,0.7262570529882647
2002-02-01,Wild,Low,0.02123761781310921
2002-02-01,Wild,Medium,0.1253802374785691
2002-03-01,Farmed,High,0.12958745489091264
2002-03-01,Farmed,Low,0.1166106361220426
2002-03-01,Farmed,Medium,0
2002-03-01,Mixed,Low,0.7567031345361502
2002-03-01,Mixed,Medium,0.7790144695196508
2002-03-01,Wild,High,0.8517307662318079
2002-03-01,Wild,Low,0.02712452962108679
2002-03-01,Wild,Medium,0.15577460931010095
2002-04-01,Farmed,High,0.13049652064701336
2002-04-01,Farmed,Low,0.10223949916786552
2002-04-01,Farmed,Medium,0
2002-04-01,Mixed,Low,0.665261220875185
2002-04-01,Mixed,Medium,0.6871927992539352
2002-04-01,Wild,High,0.7988782514963841
2002-04-01,Wild,Low,0.02699392597675076
2002-04-01,Wild,Medium,0.143524705277233
2002-05-01,Farmed,High,0.16007579230292215
2002-05-01,Farmed,Low,0.08585435012370095
2002-05-01,Farmed,Medium,0
2002-05-01,Mixed,Low,0.6511993658062702
2002-05-01,Mixed,Medium,0.696168102782441
2002-05-01,Wild,High,0.8174870422452585
2002-05-01,Wild,Low,0.02731567472278576
2002-05-01,Wild,Medium,0.11419028124554338
2002-06-01,Farmed,High,0.11048985913586717
2002-06-01,Farmed,Low,0.08177240374006785
2002-06-01,Farmed,Medium,0
2002-06-01,Mixed,Low,0.6079472272041667
2002-06-01,Mixed,Medium,0.6526812205100445
2002-06-01,Wild,High,0.7950427188249123
2002-06-01,Wild,Low,0.02715911020092221
2002-06-01,Wild,Medium,0.09262190699560302
2002-07-01,Farmed,High,0.11563441790290369
2002-07-01,Farmed,Low,0.08007185407348323
2002-07-01,Farmed,Medium,0
2002-07-01,Mixed,Low,0.5545992076439624
2002-07-01,Mixed,Medium,0.6544276356527777
2002-07-01,Wild,High,0.7884997032621595
2002-07-01,Wild,Low,0.02987304784774053
2002-07-01,Wild,Medium,0.10820271180004928
2002-08-01,Farmed,High,0.10327106217929846
2002-08-01,Farmed,Low,0.09136206736810251
2002-08-01,Farmed,Medium,0
2002-08-01,Mixed,Low,0.5842555069830023
2002-08-01,Mixed,Medium,0.6177786397056857
2002-08-01,Wild,High,0.7367709474311392
2002-08-01,Wild,Low,0.02463641046960375
2002-08-01,Wild,Medium,0.08670083803897177
2002-09-01,Farmed,High,0.13700711480638753
2002-09-01,Farmed,Low,0.1006418572888329
2002-09-01,Farmed,Medium,0
2002-09-01,Mixed,Low,0.6369726025276319
2002-09-01,Mixed,Medium,0.6875252073428094
2002-09-01,Wild,High,0.7336939558902638
2002-09-01,Wild,Low,0.02506525220983597
2002-09-01,Wild,Medium,0.10238116380793369
2002-10-01,Farmed,High,0.16751189210230694
2002-10-01,Farmed,Low,0.09616417283995185
2002-10-01,Farmed,Medium,0
2002-10-01,Mixed,Low,0.7112731292830442
2002-10-01,Mixed,Medium,0.8237404851956502
2002-10-01,Wild,High,0.9094833931749937
2002-10-01,Wild,Low,0.02752611473611846
2002-10-01,Wild,Medium,0.1280079806047486
2002-11-01,Farmed,High,0.1542941768461226
2002-11-01,Farmed,Low,0.11735299736970238
2002-11-01,Farmed,Medium,0
2002-11-01,Mixed,Low,0.7510831306621998
2002-11-01,Mixed,Medium,0.809873164197594
2002-11-01,Wild,High,0.7332370082908493
2002-11-01,Wild,Low,0.02278690014925283
2002-11-01,Wild,Medium,0.09290638929652867
2002-12-01,Farmed,High,0.16690618725334072
2002-12-01,Farmed,Low,0.2267764964126611
2002-12-01,Farmed,Medium,0
2002-12-01,Mixed,Low,1.5145415400675843
2002-12-01,Mixed,Medium,1.2860999285234802
2002-12-01,Wild,High,0.791614941903216
2002-12-01,Wild,Low,0.02088461192763492
2002-12-01,Wild,Medium,0.09334470572326803
2003-01-01,Farmed,High,0.153090586957927
2003-01-01,Farmed,Low,0.143440329200191
2003-01-01,Farmed,Medium,0.03340959009000321
2003-01-01,Mixed,Low,0.7566210558377362
2003-01-01,Mixed,Medium,0.5825625196550641
2003-01-01,Wild,High,0.7156081587581619
2003-01-01,Wild,Low,0.02781647742629075
2003-01-01,Wild,Medium,0.12547255709368396
2003-02-01,Farmed,High,0.14206491659577067
2003-02-01,Farmed,Low,0.13558646941312819
2003-02-01,Farmed,Medium,0.07234283097104183
2003-02-01,Mixed,Low,0.7120980945713633
2003-02-01,Mixed,Medium,0.4962621918332333
2003-02-01,Wild,High,0.7395476064570315
2003-02-01,Wild,Low,0.030592434610802282
2003-02-01,Wild,Medium,0.1656480121247179
2003-03-01,Farmed,High,0.13863955019671415
2003-03-01,Farmed,Low,0.1309793861855471
2003-03-01,Farmed,Medium,0.07459351844506076
2003-03-01,Mixed,Low,0.7782527848490967
2003-03-01,Mixed,Medium,0.5988292986572867
2003-03-01,Wild,High,0.836016314335497
2003-03-01,Wild,Low,0.03950277174340123
2003-03-01,Wild,Medium,0.2206820161448257
2003-04-01,Farmed,High,0.15251164242633847
2003-04-01,Farmed,Low,0.10272128204561638
2003-04-01,Farmed,Medium,0.07736314228695895
2003-04-01,Mixed,Low,0.7812603779426815
2003-04-01,Mixed,Medium,0.6098990832015712
2003-04-01,Wild,High,0.8261109759572265
2003-04-01,Wild,Low,0.03947924575200418
2003-04-01,Wild,Medium,0.2065982599513115
2003-05-01,Farmed,High,0.14118487080028105
2003-05-01,Farmed,Low,0.09359754916707251
2003-05-01,Farmed,Medium,0.07058571438641967
2003-05-01,Mixed,Low,0.7582844533810459
2003-05-01,Mixed,Medium,0.5408289748112198
2003-05-01,Wild,High,0.8343179038701408
2003-05-01,Wild,Low,0.038350099086471606
2003-05-01,Wild,Medium,0.16150000025440137
2003-06-01,Farmed,High,0.15409440255996845
2003-06-01,Farmed,Low,0.077907720327739155
2003-06-01,Farmed,Medium,0.05746535847927971
2003-06-01,Mixed,Low,0.6181525286952754
2003-06-01,Mixed,Medium,0.47907963020618305
2003-06-01,Wild,High,0.7616417070888982
2003-06-01,Wild,Low,0.03918206352228163
2003-06-01,Wild,Medium,0.15000605574748382
2003-07-01,Farmed,High,0.15147392496100578
2003-07-01,Farmed,Low,0.08693216987438596
2003-07-01,Farmed,Medium,0.04958627041003959
2003-07-01,Mixed,Low,0.6730273708838779
2003-07-01,Mixed,Medium,0.5279391555854515
2003-07-01,Wild,High,0.8471168869583925
2003-07-01,Wild,Low,0.04026680631757419
2003-07-01,Wild,Medium,0.16961093448022344
2003-08-01,Farmed,High,0.12318785001122538
2003-08-01,Farmed,Low,0.08732148129796824
2003-08-01,Farmed,Medium,0.056942807842172025
2003-08-01,Mixed,Low,0.6936909063413002
2003-08-01,Mixed,Medium,0.49483314755915075
2003-08-01,Wild,High,0.7398725524027933
2003-08-01,Wild,Low,0.03048991848390398
2003-08-01,Wild,Medium,0.1367786457552858
2003-09-01,Farmed,High,0.1647708570093776
2003-09-01,Farmed,Low,0.10503736616379832
2003-09-01,Farmed,Medium,0.057313549260992955
2003-09-01,Mixed,Low,0.7402758444653227
2003-09-01,Mixed,Medium,0.5872672272381171
2003-09-01,Wild,High,0.7971287498111734
2003-09-01,Wild,Low,0.03332961049374405
2003-09-01,Wild,Medium,0.16695861314744684
2003-10-01,Farmed,High,0.18194654508943175
2003-10-01,Farmed,Low,0.1405731500072324
2003-10-01,Farmed,Medium,0.08279473826295311
2003-10-01,Mixed,Low,0.8820696410979847
2003-10-01,Mixed,Medium,0.7147268759895722
2003-10-01,Wild,High,0.9080889734852186
2003-10-01,Wild,Low,0.0383240072457219
2003-10-01,Wild,Medium,0.20908059747752422
2003-11-01,Farmed,High,0.15668756180916218
2003-11-01,Farmed,Low,0.08537668930275968
2003-11-01,Farmed,Medium,0.08480883150907989
2003-11-01,Mixed,Low,0.7918303815699472
2003-11-01,Mixed,Medium,0.6692842938541728
2003-11-01,Wild,High,0.7469765668178677
2003-11-01,Wild,Low,0.03635111409601037
2003-11-01,Wild,Medium,0.1548412672737592
2003-12-01,Farmed,High,0.20245287385900357
2003-12-01,Farmed,Low,0.12268567792736017
2003-12-01,Farmed,Medium,0.12727893914771943
2003-12-01,Mixed,Low,1.5269637356046326
2003-12-01,Mixed,Medium,1.1046385791955848
2003-12-01,Wild,High,0.7549623820715199
2003-12-01,Wild,Low,0.03293942987043293
2003-12-01,Wild,Medium,0.13597534363691086
2004-01-01,Farmed,High,0.13222405999339126
2004-01-01,Farmed,Low,0.12657992458793252
2004-01-01,Farmed,Medium,0.09188886808540177
2004-01-01,Mixed,Low,0.9201908072101658
2004-01-01,Mixed,Medium,0.5865835100641889
2004-01-01,Wild,High,0.792636729193178
2004-01-01,Wild,Low,0.029556863026560423
2004-01-01,Wild,Medium,0.148293066165678
2004-02-01,Farmed,High,0.10052191580900632
2004-02-01,Farmed,Low,0.1202160112698563
2004-02-01,Farmed,Medium,0.07520416836443328
2004-02-01,Mixed,Low,0.7873860660285015
2004-02-01,Mixed,Medium,0.5250748909232557
2004-02-01,Wild,High,0.8196543624624866
2004-02-01,Wild,Low,0.02779457421932789
2004-02-01,Wild,Medium,0.2055025485353519
2004-03-01,Farmed,High,0.1078804659778736
2004-03-01,Farmed,Low,0.11232417759789488
2004-03-01,Farmed,Medium,0.07205091231375732
2004-03-01,Mixed,Low,0.7995953762795552
2004-03-01,Mixed,Medium,0.5749036724470692
2004-03-01,Wild,High,0.8617180217139125
2004-03-01,Wild,Low,0.03405940493924101
2004-03-01,Wild,Medium,0.22418104736503017
2004-04-01,Farmed,High,0.10908446245314869
2004-04-01,Farmed,Low,0.10784021367236986
2004-04-01,Farmed,Medium,0.06802830173592922
2004-04-01,Mixed,Low,0.8774288061851482
2004-04-01,Mixed,Medium,0.6700548827128553
2004-04-01,Wild,High,0.8879846755793552
2004-04-01,Wild,Low,0.0348149097502346
2004-04-01,Wild,Medium,0.22210888725921546
2004-05-01,Farmed,High,0.11772013014930086
2004-05-01,Farmed,Low,0.08404895750574697
2004-05-01,Farmed,Medium,0.060480637184991026
2004-05-01,Mixed,Low,0.7766182170372627
2004-05-01,Mixed,Medium,0.5811082437983879
2004-05-01,Wild,High,0.8823607854163096
2004-05-01,Wild,Low,0.03478799548679126
2004-05-01,Wild,Medium,0.1713385828735301
2004-06-01,Farmed,High,0.11119068220208195
2004-06-01,Farmed,Low,0.08615160456484262
2004-06-01,Farmed,Medium,0.0482043985443127
2004-06-01,Mixed,Low,0.7403999547188144
2004-06-01,Mixed,Medium,0.5212959377923527
2004-06-01,Wild,High,0.8297710291859899
2004-06-01,Wild,Low,0.03447598057430652
2004-06-01,Wild,Medium,0.17389138885216485
2004-07-01,Farmed,High,0.10452571022035634
2004-07-01,Farmed,Low,0.08636691867238935
2004-07-01,Farmed,Medium,0.04492848014254541
2004-07-01,Mixed,Low,0.7882494660725909
2004-07-01,Mixed,Medium,0.5319577969850756
2004-07-01,Wild,High,0.8944984036912886
2004-07-01,Wild,Low,0.03493685756335841
2004-07-01,Wild,Medium,0.15449573208241668
2004-08-01,Farmed,High,0.09237499208263943
2004-08-01,Farmed,Low,0.08036646700045948
2004-08-01,Farmed,Medium,0.04860954157189785
2004-08-01,Mixed,Low,0.6908441266985944
2004-08-01,Mixed,Medium,0.46398570556925817
2004-08-01,Wild,High,0.7213856230444007
2004-08-01,Wild,Low,0.02603085633616032
2004-08-01,Wild,Medium,0.136123531861483
2004-09-01,Farmed,High,0.11997092474699614
2004-09-01,Farmed,Low,0.12797660813511613
2004-09-01,Farmed,Medium,0.06527566330571075
2004-09-01,Mixed,Low,0.8195038331306619
2004-09-01,Mixed,Medium,0.558313053558491
2004-09-01,Wild,High,0.8138492178350127
2004-09-01,Wild,Low,0.03233736843751224
2004-09-01,Wild,Medium,0.1535268185984564
2004-10-01,Farmed,High,0.1324693846955739
2004-10-01,Farmed,Low,0.13374507314692377
2004-10-01,Farmed,Medium,0.07445033080869724
2004-10-01,Mixed,Low,0.9454992656611612
2004-10-01,Mixed,Medium,0.6487928527719389
2004-10-01,Wild,High,0.8719304365250639
2004-10-01,Wild,Low,0.033693323320547086
2004-10-01,Wild,Medium,0.18655419253327274
2004-11-01,Farmed,High,0.12172678271252095
2004-11-01,Farmed,Low,0.10417034667117525
2004-11-01,Farmed,Medium,0.07461705633445245
2004-11-01,Mixed,Low,0.9112852823416128
2004-11-01,Mixed,Medium,0.6324789982561144
2004-11-01,Wild,High,0.743206183496597
2004-11-01,Wild,Low,0.0319903411646189
2004-11-01,Wild,Medium,0.1563118494165359
2004-12-01,Farmed,High,0.1504476363170803
2004-12-01,Farmed,Low,0.14895544286157117
2004-12-01,Farmed,Medium,0.10136387971407013
2004-12-01,Mixed,Low,1.6410374304477322
2004-12-01,Mixed,Medium,0.9268295794664158
2004-12-01,Wild,High,0.8066502478122255
2004-12-01,Wild,Low,0.03250552303920249
2004-12-01,Wild,Medium,0.14962687037171965
2005-01-01,Farmed,High,0.11899694447273118
2005-01-01,Farmed,Low,0.12036386148797644
2005-01-01,Farmed,Medium,0.08511513471742098
2005-01-01,Mixed,Low,0.9079947564746815
2005-01-01,Mixed,Medium,0.5369712656078467
2005-01-01,Wild,High,0.7983130466155469
2005-01-01,Wild,Low,0.02900731014374363
2005-01-01,Wild,Medium,0.14234437112229795
2005-02-01,Farmed,High,0.10466083796248288
2005-02-01,Farmed,Low,0.10227699426071711
2005-02-01,Farmed,Medium,0.06952799894705038
2005-02-01,Mixed,Low,0.7685831832998019
2005-02-01,Mixed,Medium,0.5272229645037202
2005-02-01,Wild,High,0.9103457885831293
2005-02-01,Wild,Low,0.03065975783275563
2005-02-01,Wild,Medium,0.18423523482954818
2005-03-01,Farmed,High,0.10636424833898872
2005-03-01,Farmed,Low,0.10632608449995225
2005-03-01,Farmed,Medium,0.07142036686805384
2005-03-01,Mixed,Low,0.8486395149878704
2005-03-01,Mixed,Medium,0.6168849483121996
2005-03-01,Wild,High,0.9447423447527606
2005-03-01,Wild,Low,0.03162060229239941
2005-03-01,Wild,Medium,0.22134444875313153
2005-04-01,Farmed,High,0.11541745561871308
2005-04-01,Farmed,Low,0.09318027089623775
2005-04-01,Farmed,Medium,0.06929901591283155
2005-04-01,Mixed,Low,0.9067362806118204
2005-04-01,Mixed,Medium,0.5875122892215825
2005-04-01,Wild,High,0.9240277575840391
2005-04-01,Wild,Low,0.03366981428358934
2005-04-01,Wild,Medium,0.2109303748228872
2005-05-01,Farmed,High,0.11389602159663724
2005-05-01,Farmed,Low,0.07147993968996441
2005-05-01,Farmed,Medium,0.05721713567542641
2005-05-01,Mixed,Low,0.7849624514365149
2005-05-01,Mixed,Medium,0.549647012413673
2005-05-01,Wild,High,0.8998481730784088
2005-05-01,Wild,Low,0.03149401004583942
2005-05-01,Wild,Medium,0.1840586107208367
2005-06-01,Farmed,High,0.10130195471460242
2005-06-01,Farmed,Low,0.08130898989253993
2005-06-01,Farmed,Medium,0.06110030629738715
2005-06-01,Mixed,Low,0.7460865310131457
2005-06-01,Mixed,Medium,0.5429064406970244
2005-06-01,Wild,High,0.8747324109847071
2005-06-01,Wild,Low,0.03343315194029611
2005-06-01,Wild,Medium,0.15551485159758482
2005-07-01,Farmed,High,0.08368282722187542
2005-07-01,Farmed,Low,0.08644388789362975
2005-07-01,Farmed,Medium,0.05809560209227197
2005-07-01,Mixed,Low,0.7845731337370757
2005-07-01,Mixed,Medium,0.5382874526419337
2005-07-01,Wild,High,0.8921144107214697
2005-07-01,Wild,Low,0.031895428474729114
2005-07-01,Wild,Medium,0.16174975244700018
2005-08-01,Farmed,High,0.0817818491664552
2005-08-01,Farmed,Low,0.09369199212819625
2005-08-01,Farmed,Medium,0.058724840023702526
2005-08-01,Mixed,Low,0.7638143323645924
2005-08-01,Mixed,Medium,0.498247069715281
2005-08-01,Wild,High,0.7871180102230687
2005-08-01,Wild,Low,0.03035723959649093
2005-08-01,Wild,Medium,0.14464862925729258
2005-09-01,Farmed,High,0.09874032337244723
2005-09-01,Farmed,Low,0.11499323196893575
2005-09-01,Farmed,Medium,0.07248639459138351
2005-09-01,Mixed,Low,0.8395607100112313
2005-09-01,Mixed,Medium,0.6324590525277772
2005-09-01,Wild,High,0.8878772937630793
2005-09-01,Wild,Low,0.03006356420097859
2005-09-01,Wild,Medium,0.16211998822692109
2005-10-01,Farmed,High,0.11791765248827299
2005-10-01,Farmed,Low,0.15036319874033266
2005-10-01,Farmed,Medium,0.0914433508074072
2005-10-01,Mixed,Low,0.9575034947837479
2005-10-01,Mixed,Medium,0.6527459254516876
2005-10-01,Wild,High,0.9791114415747926
2005-10-01,Wild,Low,0.03285766917238643
2005-10-01,Wild,Medium,0.17569258525010437
2005-11-01,Farmed,High,0.09894347600341577
2005-11-01,Farmed,Low,0.09327405154947979
2005-11-01,Farmed,Medium,0.08105440916140642
2005-11-01,Mixed,Low,0.9189024005427084
2005-11-01,Mixed,Medium,0.6232994984526891
2005-11-01,Wild,High,0.7865618420810128
2005-11-01,Wild,Low,0.02999538124465124
2005-11-01,Wild,Medium,0.1466031297698981
2005-12-01,Farmed,High,0.13699654682414494
2005-12-01,Farmed,Low,0.12293829167858897
2005-12-01,Farmed,Medium,0.10894240183097068
2005-12-01,Mixed,Low,1.6662997663442225
2005-12-01,Mixed,Medium,0.9529133623142702
2005-12-01,Wild,High,0.8629442061428143
2005-12-01,Wild,Low,0.0330638469857176
2005-12-01,Wild,Medium,0.13607107372751054
2006-01-01,Farmed,High,0.10372000471532372
2006-01-01,Farmed,Low,0.12077459577111235
2006-01-01,Farmed,Medium,0.0877826212932015
2006-01-01,Mixed,Low,0.9242844764398712
2006-01-01,Mixed,Medium,0.5833907628268616
2006-01-01,Wild,High,0.8148524481397122
2006-01-01,Wild,Low,0.03014452147737528
2006-01-01,Wild,Medium,0.1595406736043092
2006-02-01,Farmed,High,0.0899565544312346
2006-02-01,Farmed,Low,0.11097443671452399
2006-02-01,Farmed,Medium,0.08010458615445376
2006-02-01,Mixed,Low,0.7935405998845817
2006-02-01,Mixed,Medium,0.5470330149120401
2006-02-01,Wild,High,0.8144103580096997
2006-02-01,Wild,Low,0.026866161834886288
2006-02-01,Wild,Medium,0.19017658385293754
2006-03-01,Farmed,High,0.10821553868066104
2006-03-01,Farmed,Low,0.12658293429392645
2006-03-01,Farmed,Medium,0.08713192487571778
2006-03-01,Mixed,Low,0.8737451527282175
2006-03-01,Mixed,Medium,0.6347946386358244
